АВС/ DEFОт;АВС/ DEFДо;Оператор;Регион
9231000000;9231599999;МегаФон;Новосибирская область
9231600000;9231699999;МегаФон;Алтайский край
9231700000;9231999999;МегаФон;Новосибирская область
9232000000;9232099999;МегаФон;Норильск |Красноярский край
9232100000;9232109999;МегаФон;Республика Хакасия
9232110000;9232119999;МегаФон;Норильск |Красноярский край
9232120000;9232199999;МегаФон;Республика Хакасия
9232200000;9232599999;МегаФон;Новосибирская область
9232600000;9232699999;МегаФон;Республика Тыва
9232700000;9232999999;МегаФон;Красноярский край
9233000000;9233229999;МегаФон;Красноярский край
9233230000;9233239999;МегаФон;Норильск |Красноярский край
9233240000;9233429999;МегаФон;Красноярский край
9233430000;9233439999;МегаФон;Норильск |Красноярский край
9233440000;9233469999;МегаФон;Красноярский край
9233470000;9233479999;МегаФон;Норильск |Красноярский край
9233480000;9233799999;МегаФон;Красноярский край
9233800000;9233899999;МегаФон;Республика Тыва
9233900000;9233999999;МегаФон;Республика Хакасия
9234000000;9234499999;МегаФон;Томская область
9234500000;9234549999;МегаФон;Красноярский край
9234550000;9234569999;МегаФон;Республика Алтай
9234570000;9234579999;МегаФон;Томская область
9234580000;9234589999;МегаФон;Омская область
9234590000;9234599999;МегаФон;Томская область
9234600000;9234799999;МегаФон;Новокузнецк |Кемеровская область
9234800000;9234999999;МегаФон;Кемеровская область
9235000000;9235399999;МегаФон;Кемеровская область
9235400000;9235559999;МегаФон;Республика Тыва
9235560000;9235579999;МегаФон;Красноярский край
9235580000;9235599999;МегаФон;Республика Тыва
9235600000;9235669999;МегаФон;Алтайский край
9235670000;9235679999;МегаФон;Кемеровская область
9235680000;9235699999;МегаФон;Алтайский край
9235700000;9235799999;МегаФон;Красноярский край
9235800000;9235999999;МегаФон;Республика Хакасия
9236000000;9236199999;МегаФон;Кемеровская область
9236200000;9236399999;МегаФон;Новокузнецк |Кемеровская область
9236400000;9236599999;МегаФон;Алтайский край
9236600000;9236679999;МегаФон;Республика Алтай
9236680000;9236699999;МегаФон;Красноярский край
9236700000;9236999999;МегаФон;Омская область
9237000000;9237099999;МегаФон;Новосибирская область
9237100000;9237299999;МегаФон;Алтайский край
9237300000;9237469999;МегаФон;Новосибирская область
9237470000;9237569999;МегаФон;Алтайский край
9237570000;9237599999;МегаФон;Красноярский край
9237600000;9237699999;МегаФон;Омская область
9237700000;9237729999;МегаФон;Красноярский край
9237730000;9237749999;МегаФон;Омская область
9237750000;9237759999;МегаФон;Новосибирская область
9237760000;9237769999;МегаФон;Алтайский край
9237770000;9237777999;МегаФон;Новосибирская область
9237778000;9237807999;МегаФон;Алтайский край
9237808000;9237819999;МегаФон;Новосибирская область
9237820000;9237849999;МегаФон;Красноярский край
9237850000;9237859999;МегаФон;Новосибирская область
9237860000;9237869999;МегаФон;Алтайский край
9237870000;9237899999;МегаФон;Новосибирская область
9237900000;9237999999;МегаФон;Алтайский край
924120000;924129999;Мобиком-Хабаровск;Российская Федерация
9241000000;9241199999;МегаФон;Хабаровский край
9241200000;9241399999;МегаФон;Приморский край
9241400000;9241499999;МегаФон;Амурская область
9241500000;9241599999;МегаФон;Еврейская автономная область
9241600000;9241799999;МегаФон;Республика Саха (Якутия)
9241800000;9241999999;МегаФон;Сахалинская область
9242000000;9242299999;МегаФон;Хабаровский край
9242300000;9242699999;МегаФон;Приморский край
9242700000;9242799999;МегаФон;Забайкальский край
9242800000;9242899999;МегаФон;Сахалинская область
9242900000;9242949999;МегаФон;Иркутская область
9242950000;9242999999;МегаФон;Забайкальский край
9243000000;9243199999;МегаФон;Хабаровский край
9243200000;9243399999;МегаФон;Приморский край
9243400000;9243499999;МегаФон;Амурская область
9243500000;9243599999;МегаФон;Республика Бурятия
9243600000;9243699999;МегаФон;Республика Саха (Якутия)
9243700000;9243899999;МегаФон;Забайкальский край
9243900000;9243999999;МегаФон;Республика Бурятия
9244000000;9244199999;МегаФон;Хабаровский край
9244200000;9244399999;МегаФон;Приморский край
9244400000;9244499999;МегаФон;Амурская область
9244500000;9244599999;МегаФон;Республика Бурятия
9244600000;9244699999;МегаФон;Республика Саха (Якутия)
9244700000;9244799999;МегаФон;Забайкальский край
9244800000;9244999999;МегаФон;Сахалинская область
9245000000;9245199999;МегаФон;Забайкальский край
9245200000;9245299999;МегаФон;Приморский край
9245300000;9245399999;МегаФон;Иркутская область
9245400000;9245499999;МегаФон;Иркутская область
9245500000;9245599999;МегаФон;Республика Бурятия
9245600000;9245699999;МегаФон;Республика Саха (Якутия)
9245700000;9245799999;МегаФон;Забайкальский край
9245800000;9245849999;МегаФон;Амурская область
9245850000;9245899999;МегаФон;Камчатский край
9245900000;9245999999;МегаФон;Республика Саха (Якутия)
9246000000;9246399999;МегаФон;Иркутская область
9246400000;9246499999;МегаФон;Еврейская автономная область
9246500000;9246599999;МегаФон;Республика Бурятия
9246600000;9246649999;МегаФон;Республика Саха (Якутия)
9246650000;9246699999;МегаФон;Чукотский автономный округ
9246700000;9246849999;МегаФон;Амурская область
9246850000;9246899999;МегаФон;Камчатский край
9246900000;9246949999;МегаФон;Магаданская область
9246950000;9246999999;МегаФон;Камчатский край
9247000000;9247199999;МегаФон;Иркутская область
9247200000;9247399999;МегаФон;Приморский край
9247400000;9247499999;МегаФон;Еврейская автономная область
9247500000;9247599999;МегаФон;Республика Бурятия
9247600000;9247699999;МегаФон;Республика Саха (Якутия)
9247700000;9247799999;МегаФон;Республика Бурятия
9247800000;9247849999;МегаФон;Камчатский край
9247850000;9247899999;МегаФон;Чукотский автономный округ
9247900000;9247949999;МегаФон;Камчатский край
9247950000;9247999999;МегаФон;Чукотский автономный округ
9248000000;9248199999;МегаФон;Забайкальский край
9248200000;9248299999;МегаФон;Иркутская область
9248300000;9248399999;МегаФон;Иркутская область
9248400000;9248499999;МегаФон;Амурская область
9248500000;9248549999;МегаФон;Магаданская область
9248550000;9248599999;МегаФон;Магаданская область
9248600000;9248799999;МегаФон;Республика Саха (Якутия)
9248800000;9248899999;МегаФон;Сахалинская область
9248900000;9248949999;МегаФон;Камчатский край
9248950000;9248999999;МегаФон;Республика Саха (Якутия)
9249150000;9249159999;Мобиком-Хабаровск;Российская Федерация
9249160000;9249359999;МегаФон;Хабаровский край
9249360000;9249459999;МегаФон;Приморский край
9250;925999999;МегаФон;Москва и Московская область
9251000000;9251009999;МегаФон;Москва и Московская область
9251010000;9251069999;МегаФон;Москва и Московская область
9251070000;9251079999;МегаФон;Москва и Московская область
9251080000;9251089999;МегаФон;Москва и Московская область
9251090000;9251099999;МегаФон;Москва и Московская область
9251100000;9251299999;МегаФон;Москва и Московская область
9251300000;9251309999;МегаФон;Москва и Московская область
9251310000;9251359999;МегаФон;Москва и Московская область
9251360000;9251369999;МегаФон;Москва и Московская область
9251370000;9251389999;МегаФон;Москва и Московская область
9251390000;9251399999;МегаФон;Москва и Московская область
9251400000;9251999999;МегаФон;Москва и Московская область
9252000000;9252099999;МегаФон;Москва и Московская область
9252100000;9252199999;МегаФон;Москва и Московская область
9252200000;9252209999;МегаФон;Москва и Московская область
9252210000;9252259999;МегаФон;Москва и Московская область
9252260000;9252269999;МегаФон;Москва и Московская область
9252270000;9252309999;МегаФон;Москва и Московская область
9252310000;9252319999;МегаФон;Москва и Московская область
9252320000;9252329999;МегаФон;Москва и Московская область
9252330000;9252339999;МегаФон;Москва и Московская область
9252340000;9252469999;МегаФон;Москва и Московская область
9252470000;9252479999;МегаФон;Москва и Московская область
9252480000;9252579999;МегаФон;Москва и Московская область
9252580000;9252589999;МегаФон;Москва и Московская область
9252590000;9252729999;МегаФон;Москва и Московская область
9252730000;9252739999;МегаФон;Москва и Московская область
9252740000;9252789999;МегаФон;Москва и Московская область
9252790000;9252799999;МегаФон;Москва и Московская область
9252800000;9252829999;МегаФон;Москва и Московская область
9252830000;9252849999;МегаФон;Москва и Московская область
9252850000;9252889999;МегаФон;Москва и Московская область
9252890000;9252899999;МегаФон;Москва и Московская область
9252900000;9252999999;МегаФон;Москва и Московская область
9253000000;9253059999;МегаФон;Москва и Московская область
9253060000;9253069999;МегаФон;Москва и Московская область
9253070000;9253149999;МегаФон;Москва и Московская область
9253150000;9253159999;МегаФон;Москва и Московская область
9253160000;9253629999;МегаФон;Москва и Московская область
9253630000;9253639999;МегаФон;Москва и Московская область
9253640000;9253649999;МегаФон;Москва и Московская область
9253650000;9253849999;МегаФон;Москва и Московская область
9253850000;9253899999;МегаФон;Москва и Московская область
9253900000;9253999999;МегаФон;Москва и Московская область
9254000000;9254099999;МегаФон;Москва и Московская область
9254100000;9254119999;МегаФон;Москва и Московская область
9254120000;9254239999;МегаФон;Москва и Московская область
9254240000;9254249999;МегаФон;Москва и Московская область
9254250000;9254279999;МегаФон;Москва и Московская область
9254280000;9254289999;МегаФон;Москва и Московская область
9254290000;9254889999;МегаФон;Москва и Московская область
9255000000;9255009999;МегаФон;Москва и Московская область
9255020000;9255029999;МегаФон;Москва и Московская область
9255040000;9255109999;МегаФон;Москва и Московская область
9255140000;9255149999;МегаФон;Москва и Московская область
9255170000;9255189999;МегаФон;Москва и Московская область
9255320000;9255329999;МегаФон;Москва и Московская область
9255420000;9255459999;МегаФон;Москва и Московская область
9255800000;9255809999;МегаФон;Москва и Московская область
9255850000;9255859999;МегаФон;Москва и Московская область
9255890000;9255899999;МегаФон;Москва и Московская область
9256420000;9256429999;МегаФон;Москва и Московская область
9256460000;9256469999;МегаФон;Москва и Московская область
9256630000;9256659999;МегаФон;Москва и Московская область
9257000000;9257399999;МегаФон;Москва и Московская область
9257400000;9257479999;МегаФон;Москва и Московская область
9257480000;9257709999;МегаФон;Москва и Московская область
9257710000;9257769999;МегаФон;Москва и Московская область
9257770000;9257999999;МегаФон;Москва и Московская область
9258000000;9258999999;МегаФон;Москва и Московская область
9259200000;9259209999;МегаФон;Москва и Московская область
9259220000;9259229999;МегаФон;Москва и Московская область
9259600000;9259619999;МегаФон;Москва и Московская область
9259670000;9259709999;МегаФон;Москва и Московская область
9259740000;9259749999;МегаФон;Москва и Московская область
9259850000;9259859999;МегаФон;Москва и Московская область
9259910000;9259919999;МегаФон;Москва и Московская область
9259970000;9259999999;МегаФон;Москва и Московская область
9260;9269999999;МегаФон;Москва и Московская область
9270;927199999;МегаФон;Самарская область
927200000;927299999;МегаФон;Тольятти |Самарская область
927300000;927399999;МегаФон;Республика Татарстан (Татарстан)
927400000;927499999;МегаФон;Набережные Челны |Республика Татарстан (Татарстан)
927500000;927599999;МегаФон;Саратовская область
927600000;927699999;МегаФон;Волгоградская область
927700000;927799999;МегаФон;Астраханская область
927800000;927899999;МегаФон;Республика Башкортостан
927900000;927999999;МегаФон;Пензенская область
9271000000;9271109999;МегаФон;Саратовская область
9271110000;9271119999;МегаФон;Самарская область
9271120000;9271699999;МегаФон;Саратовская область
9271700000;9271999999;МегаФон;Республика Мордовия
9272000000;9272099999;МегаФон;Самарская область
9272100000;9272199999;МегаФон;Тольятти |Самарская область
9272200000;9272299999;МегаФон;Саратовская область
9272300000;9272399999;МегаФон;Республика Башкортостан
9272400000;9272499999;МегаФон;Республика Татарстан (Татарстан)
9272500000;9272599999;МегаФон;Волгоградская область
9272600000;9272679999;МегаФон;Самарская область
9272680000;9272699999;МегаФон;Тольятти |Самарская область
9272700000;9272739999;МегаФон;Ульяновская область
9272740000;9272769999;МегаФон;Республика Мордовия
9272770000;9272799999;МегаФон;Саратовская область
9272800000;9272829999;МегаФон;Астраханская область
9272830000;9272839999;МегаФон;Республика Калмыкия
9272840000;9272859999;МегаФон;Астраханская область
9272860000;9272899999;МегаФон;Пензенская область
9272900000;9272999999;МегаФон;Самарская область
9273000000;9273599999;МегаФон;Республика Башкортостан
9273600000;9273999999;МегаФон;Пензенская область
9274000000;9274499999;МегаФон;Республика Татарстан (Татарстан)
9274500000;9274999999;МегаФон;Набережные Челны |Республика Татарстан (Татарстан)
9275000000;9275499999;МегаФон;Волгоградская область
9275500000;9275899999;МегаФон;Астраханская область
9275900000;9275999999;МегаФон;Республика Калмыкия
9276000000;9276099999;МегаФон;Самарская область
9276100000;9276199999;МегаФон;Тольятти |Самарская область
9276200000;9276299999;МегаФон;Саратовская область
9276300000;9276349999;МегаФон;Ульяновская область
9276350000;9276399999;МегаФон;Республика Башкортостан
9276400000;9276449999;МегаФон;Республика Мордовия
9276450000;9276479999;МегаФон;Республика Калмыкия
9276480000;9276499999;МегаФон;Пензенская область
9276500000;9276599999;МегаФон;Самарская область
9276600000;9276649999;МегаФон;Астраханская область
9276650000;9276699999;МегаФон;Чувашская Республика
9276700000;9276799999;МегаФон;Республика Татарстан (Татарстан)
9276800000;9276849999;МегаФон;Республика Марий Эл
9276850000;9277699999;МегаФон;Самарская область
9277700000;9277999999;МегаФон;Тольятти |Самарская область
9278000000;9278399999;МегаФон;Ульяновская область
9278400000;9278699999;МегаФон;Чувашская Республика
9278700000;9278899999;МегаФон;Республика Марий Эл
9278900000;9278999999;МегаФон;Тольятти |Самарская область
9279000000;9279099999;МегаФон;Самарская область
9279100000;9279199999;МегаФон;Саратовская область
9279200000;9279699999;МегаФон;Республика Башкортостан
9279700000;9279799999;МегаФон;Республика Мордовия
9279800000;9279899999;МегаФон;Ульяновская область
9279900000;9279999999;МегаФон;Чувашская Республика
9280;92849999;МегаФон;Чеченская Республика
92850000;928149999;МегаФон;Ставропольский край
928150000;928249999;МегаФон;Чеченская Республика
928250000;928349999;МегаФон;Карачаево - Черкесская Республика
928350000;928449999;МегаФон;Краснодарский край
928450000;928649999;МегаФон;Республика Дагестан
928650000;928749999;МегаФон;Республика Северная Осетия - Алания
928750000;928849999;МегаФон;Кабардино - Балкарская Республика
928850000;928899999;МегаФон;Чеченская Республика
928900000;928999999;МегаФон;Республика Ингушетия
9281000000;9281999999;МегаФон;Ростовская область
9282000000;9282109999;МегаФон;Краснодарский край
9282110000;9282119999;МегаФон;Республика Адыгея
9282120000;9282149999;МегаФон;Ростовская область
9282150000;9282159999;МегаФон;Краснодарский край
9282160000;9282169999;МегаФон;Ростовская область
9282170000;9282179999;МегаФон;Краснодарский край
9282180000;9282199999;МегаФон;Республика Дагестан
9282200000;9282209999;МегаФон;Ставропольский край
9282210000;9282219999;МегаФон;Краснодарский край
9282220000;9282229999;МегаФон;Ставропольский край
9282230000;9282239999;МегаФон;Краснодарский край
9282240000;9282249999;МегаФон;Республика Дагестан
9282250000;9282259999;МегаФон;Ставропольский край
9282260000;9282279999;МегаФон;Ростовская область
9282280000;9282289999;МегаФон;Краснодарский край
9282290000;9282299999;МегаФон;Ростовская область
9282300000;9282309999;МегаФон;Ставропольский край
9282310000;9282329999;МегаФон;Краснодарский край
9282330000;9282349999;МегаФон;Сочи |Краснодарский край
9282350000;9282359999;МегаФон;Республика Северная Осетия - Алания
9282360000;9282379999;МегаФон;Краснодарский край
9282380000;9282389999;МегаФон;Республика Дагестан
9282390000;9282419999;МегаФон;Краснодарский край
9282420000;9282429999;МегаФон;Сочи |Краснодарский край
9282430000;9282439999;МегаФон;Республика Дагестан
9282440000;9282449999;МегаФон;Ставропольский край
9282450000;9282459999;МегаФон;Сочи |Краснодарский край
9282460000;9282489999;МегаФон;Краснодарский край
9282490000;9282509999;МегаФон;Республика Дагестан
9282510000;9282529999;МегаФон;Ставропольский край
9282530000;9282549999;МегаФон;Республика Дагестан
9282550000;9282589999;МегаФон;Краснодарский край
9282590000;9282599999;МегаФон;Сочи |Краснодарский край
9282600000;9282619999;МегаФон;Краснодарский край
9282620000;9282629999;МегаФон;Минеральные Воды |Ставропольский край
9282630000;9282639999;МегаФон;Краснодарский край
9282640000;9282679999;МегаФон;Минеральные Воды |Ставропольский край
9282680000;9282689999;МегаФон;Краснодарский край
9282690000;9282699999;МегаФон;Чеченская Республика
9282700000;9282709999;МегаФон;Ростовская область
9282710000;9282759999;МегаФон;Краснодарский край
9282760000;9282779999;МегаФон;Республика Дагестан
9282780000;9282789999;МегаФон;Краснодарский край
9282790000;9282799999;МегаФон;Ростовская область
9282800000;9282839999;МегаФон;Краснодарский край
9282840000;9282849999;МегаФон;Республика Дагестан
9282850000;9282859999;МегаФон;Ставропольский край
9282860000;9282889999;МегаФон;Республика Дагестан
9282890000;9282899999;МегаФон;Ростовская область
9282900000;9282909999;МегаФон;Чеченская Республика
9282910000;9282919999;МегаФон;Республика Адыгея
9282920000;9282929999;МегаФон;Краснодарский край
9282930000;9282939999;МегаФон;Ставропольский край
9282940000;9282949999;МегаФон;Сочи |Краснодарский край
9282950000;9282959999;МегаФон;Краснодарский край
9282960000;9282969999;МегаФон;Ростовская область
9282970000;9282989999;МегаФон;Республика Дагестан
9282990000;9282999999;МегаФон;Республика Ингушетия
9283000000;9283299999;МегаФон;Ставропольский край
9283300000;9283349999;МегаФон;Краснодарский край
9283350000;9283399999;МегаФон;Ставропольский край
9283400000;9283799999;МегаФон;Минеральные Воды |Ставропольский край
9283800000;9283999999;МегаФон;Карачаево - Черкесская Республика
9284000000;9284449999;МегаФон;Краснодарский край
9284450000;9284599999;МегаФон;Сочи |Краснодарский край
9284600000;9284749999;МегаФон;Республика Адыгея
9284750000;9284799999;МегаФон;Чеченская Республика
9284800000;9284999999;МегаФон;Республика Северная Осетия - Алания
9285000000;9285999999;МегаФон;Республика Дагестан
9286000000;9286299999;МегаФон;Ростовская область
9286300000;9286399999;МегаФон;Ставропольский край
9286400000;9286499999;МегаФон;Чеченская Республика
9286500000;9286549999;МегаФон;Минеральные Воды |Ставропольский край
9286550000;9286599999;МегаФон;Карачаево - Черкесская Республика
9286600000;9286649999;МегаФон;Краснодарский край
9286650000;9286679999;МегаФон;Сочи |Краснодарский край
9286680000;9286699999;МегаФон;Республика Адыгея
9286700000;9286849999;МегаФон;Республика Дагестан
9286850000;9286899999;МегаФон;Республика Северная Осетия - Алания
9286900000;9286949999;МегаФон;Кабардино - Балкарская Республика
9286950000;9286999999;МегаФон;Республика Ингушетия
9287000000;9287249999;МегаФон;Кабардино - Балкарская Республика
9287250000;9287349999;МегаФон;Республика Ингушетия
9287350000;9287409999;МегаФон;Чеченская Республика
9287410000;9287439999;МегаФон;Республика Ингушетия
9287440000;9287459999;МегаФон;Чеченская Республика
9287460000;9287489999;МегаФон;Республика Ингушетия
9287490000;9287499999;МегаФон;Чеченская Республика
9287500000;9287799999;МегаФон;Ростовская область
9287800000;9287899999;МегаФон;Чеченская Республика
9287900000;9287999999;МегаФон;Республика Ингушетия
9288000000;9288099999;МегаФон;Республика Дагестан
9288100000;9288299999;МегаФон;Ставропольский край
9288300000;9288399999;МегаФон;Республика Дагестан
9288400000;9288499999;МегаФон;Краснодарский край
9288500000;9288549999;МегаФон;Сочи |Краснодарский край
9288550000;9288649999;МегаФон;Республика Северная Осетия - Алания
9288650000;9288799999;МегаФон;Республика Дагестан
9288800000;9288849999;МегаФон;Краснодарский край
9288850000;9288999999;МегаФон;Чеченская Республика
9289000000;9289099999;МегаФон;Ростовская область
9289100000;9289109999;МегаФон;Кабардино - Балкарская Республика
9289110000;9289119999;МегаФон;Ставропольский край
9289120000;9289169999;МегаФон;Кабардино - Балкарская Республика
9289170000;9289219999;МегаФон;Республика Ингушетия
9289220000;9289269999;МегаФон;Карачаево - Черкесская Республика
9289270000;9289289999;МегаФон;Республика Северная Осетия - Алания
9289290000;9289299999;МегаФон;Ставропольский край
9289300000;9289359999;МегаФон;Республика Северная Осетия - Алания
9289360000;9289369999;МегаФон;Ставропольский край
9289370000;9289379999;МегаФон;Республика Дагестан
9289380000;9289399999;МегаФон;Республика Северная Осетия - Алания
9289400000;9289409999;МегаФон;Чеченская Республика
9289410000;9289419999;МегаФон;Республика Дагестан
9289420000;9289469999;МегаФон;Чеченская Республика
9289470000;9289479999;МегаФон;Республика Дагестан
9289480000;9289499999;МегаФон;Чеченская Республика
9289500000;9289509999;МегаФон;Республика Дагестан
9289510000;9289519999;МегаФон;Ставропольский край
9289520000;9289539999;МегаФон;Чеченская Республика
9289540000;9289549999;МегаФон;Ростовская область
9289550000;9289559999;МегаФон;Ставропольский край
9289560000;9289579999;МегаФон;Ростовская область
9289580000;9289589999;МегаФон;Республика Дагестан
9289590000;9289609999;МегаФон;Ростовская область
9289610000;9289629999;МегаФон;Республика Дагестан
9289630000;9289639999;МегаФон;Ставропольский край
9289640000;9289679999;МегаФон;Ростовская область
9289680000;9289689999;МегаФон;Ставропольский край
9289690000;9289699999;МегаФон;Республика Дагестан
9289700000;9289719999;МегаФон;Ставропольский край
9289720000;9289819999;МегаФон;Республика Дагестан
9289820000;9289839999;МегаФон;Ставропольский край
9289840000;9289879999;МегаФон;Республика Дагестан
9289880000;9289889999;МегаФон;Ростовская область
9289890000;9289899999;МегаФон;Республика Дагестан
9289900000;9289919999;МегаФон;Ростовская область
9289920000;9289929999;МегаФон;Краснодарский край
9289930000;9289939999;МегаФон;Ставропольский край
9289940000;9289949999;МегаФон;Республика Дагестан
9289950000;9289959999;МегаФон;Чеченская Республика
9289960000;9289969999;МегаФон;Республика Северная Осетия - Алания
9289970000;9289979999;МегаФон;Минеральные Воды |Ставропольский край
9289980000;9289989999;МегаФон;Республика Ингушетия
9289990000;9289999999;МегаФон;Кабардино - Балкарская Республика
9290;92959999;МегаФон;Белгородская область
92960000;929119999;МегаФон;Воронежская область
929120000;929149999;МегаФон;Липецкая область
929150000;929209999;МегаФон;Тамбовская область
929210000;929269999;МегаФон;Брянская область
929270000;929319999;МегаФон;Владимирская область
929320000;929349999;МегаФон;Калужская область
929350000;929379999;МегаФон;Курская область
929380000;929589999;МегаФон;Нижегородская область
929590000;929639999;МегаФон;Орловская область
929640000;929699999;МегаФон;Рязанская область
929700000;929749999;МегаФон;Тульская область
929750000;929799999;МегаФон;Ярославская область
929800000;929849999;МегаФон;Смоленская область
929850000;929899999;МегаФон;Ивановская область
929900000;929949999;МегаФон;Костромская область
929950000;929999999;МегаФон;Тверская область
9291000000;9291199999;МегаФон;Санкт - Петербург и Ленинградская область
9291200000;9291299999;МегаФон;Вологодская область
9291300000;9291399999;МегаФон;Псковская область
9291400000;9291499999;МегаФон;Архангельская область
9291500000;9291599999;МегаФон;Вологодская область
9291600000;9291699999;МегаФон;Калининградская область
9291700000;9291799999;МегаФон;Республика Карелия
9291800000;9291899999;МегаФон;Мурманская область
9291900000;9291999999;МегаФон;Новгородская область
9292000000;9292009999;МегаФон;Тюменская область
9292010000;9292019999;МегаФон;Оренбургская область
9292020000;9292029999;МегаФон;Свердловская область
9292030000;9292039999;МегаФон;Пермский край
9292040000;9292049999;МегаФон;Ханты - Мансийский-Югра автономный округ |Тюменская область
9292050000;9292059999;МегаФон;Республика Коми
9292060000;9292069999;МегаФон;Курганская область
9292070000;9292079999;МегаФон;Челябинская область
9292080000;9292089999;МегаФон;Ямало - Ненецкий автономный округ |Тюменская область
9292090000;9292099999;МегаФон;Кировская область
9292100000;9292109999;МегаФон;Удмуртская Республика
9292110000;9292249999;МегаФон;Свердловская область
9292250000;9292299999;МегаФон;Курганская область
9292300000;9292349999;МегаФон;Пермский край
9292350000;9292399999;МегаФон;Челябинская область
9292400000;9292499999;МегаФон;Ханты - Мансийский-Югра автономный округ |Тюменская область
9292500000;9292599999;МегаФон;Ямало - Ненецкий автономный округ |Тюменская область
9292600000;9292699999;МегаФон;Тюменская область
9292700000;9292749999;МегаФон;Челябинская область
9292750000;9292799999;МегаФон;Удмуртская Республика
9292800000;9292849999;МегаФон;Оренбургская область
9292850000;9292899999;МегаФон;Республика Коми
9292900000;9292919999;МегаФон;Кировская область
9292920000;9292999999;МегаФон;Ханты - Мансийский-Югра автономный округ |Тюменская область
9293000000;9293004999;МегаФон;Кемеровская область
9293005000;9293009999;МегаФон;Норильск |Красноярский край
9293010000;9293014999;МегаФон;Омская область
9293015000;9293019999;МегаФон;Красноярский край
9293020000;9293029999;МегаФон;Томская область
9293030000;9293039999;МегаФон;Новосибирская область
9293040000;9293059999;МегаФон;Республика Алтай
9293060000;9293069999;МегаФон;Красноярский край
9293070000;9293099999;МегаФон;Красноярский край
9293100000;9293109999;МегаФон;Алтайский край
9293110000;9293119999;МегаФон;Республика Алтай
9293120000;9293129999;МегаФон;Республика Хакасия
9293130000;9293139999;МегаФон;Красноярский край
9293140000;9293179999;МегаФон;Республика Тыва
9293180000;9293199999;МегаФон;Республика Хакасия
9293200000;9293219999;МегаФон;Красноярский край
9293220000;9293309999;МегаФон;Алтайский край
9293310000;9293399999;МегаФон;Красноярский край
9293400000;9293404999;МегаФон;Кемеровская область
9293405000;9293409999;МегаФон;Норильск |Красноярский край
9293410000;9293424999;МегаФон;Кемеровская область
9293425000;9293429999;МегаФон;Республика Хакасия
9293430000;9293439999;МегаФон;Алтайский край
9293440000;9293444999;МегаФон;Кемеровская область
9293445000;9293449999;МегаФон;Республика Хакасия
9293450000;9293489999;МегаФон;Алтайский край
9293490000;9293499999;МегаФон;Алтайский край
9293500000;9293549999;МегаФон;Новокузнецк |Кемеровская область
9293550000;9293579999;МегаФон;Красноярский край
9293580000;9293589999;МегаФон;Республика Тыва
9293590000;9293599999;МегаФон;Новокузнецк |Кемеровская область
9293600000;9293699999;МегаФон;Омская область
9293700000;9293749999;МегаФон;Томская область
9293750000;9293799999;МегаФон;Алтайский край
9293800000;9293899999;МегаФон;Новосибирская область
9293900000;9293999999;МегаФон;Алтайский край
9294000000;9294199999;МегаФон;Хабаровский край
9294200000;9294299999;МегаФон;Приморский край
9294300000;9294399999;МегаФон;Иркутская область
9294400000;9294499999;МегаФон;Сахалинская область
9294500000;9294549999;МегаФон;Магаданская область
9294550000;9294599999;МегаФон;Камчатский край
9294600000;9294699999;МегаФон;Республика Саха (Якутия)
9294700000;9294749999;МегаФон;Республика Бурятия
9294750000;9294799999;МегаФон;Амурская область
9294800000;9294899999;МегаФон;Забайкальский край
9294900000;9294949999;МегаФон;Еврейская автономная область
9294950000;9294999999;МегаФон;Чукотский автономный округ
9295000000;9296999999;МегаФон;Москва и Московская область
9297000000;9297099999;МегаФон;Самарская область
9297100000;9297199999;МегаФон;Тольятти |Самарская область
9297200000;9297299999;МегаФон;Республика Татарстан (Татарстан)
9297300000;9297319999;МегаФон;Республика Калмыкия
9297320000;9297349999;МегаФон;Республика Марий Эл
9297350000;9297399999;МегаФон;Чувашская Республика
9297400000;9297449999;МегаФон;Астраханская область
9297450000;9297499999;МегаФон;Республика Мордовия
9297500000;9297599999;МегаФон;Республика Башкортостан
9297600000;9297649999;МегаФон;Набережные Челны |Республика Татарстан (Татарстан)
9297650000;9297699999;МегаФон;Пензенская область
9297700000;9297799999;МегаФон;Саратовская область
9297800000;9297899999;МегаФон;Волгоградская область
9297900000;9297999999;МегаФон;Ульяновская область
9298000000;9298029999;МегаФон;Ростовская область
9298130000;9298219999;МегаФон;Ростовская область
9298220000;9298529999;МегаФон;Краснодарский край
9298530000;9298549999;МегаФон;Сочи |Краснодарский край
9298550000;9298569999;МегаФон;Ставропольский край
9298570000;9298589999;МегаФон;Минеральные Воды |Ставропольский край
9298590000;9298609999;МегаФон;Карачаево - Черкесская Республика
9298610000;9298629999;МегаФон;Республика Адыгея
9298630000;9298649999;МегаФон;Республика Северная Осетия - Алания
9298650000;9298839999;МегаФон;Республика Дагестан
9298840000;9298859999;МегаФон;Кабардино - Балкарская Республика
9298860000;9298869999;МегаФон;Республика Ингушетия
9298870000;9298879999;МегаФон;Чеченская Республика
9298880000;9298999999;МегаФон;Чеченская Республика
9299000000;9299999999;МегаФон;Москва и Московская область
93050000;93059999;МегаФон;Ивановская область
930110000;930119999;МегаФон;Воронежская область
930140000;930149999;МегаФон;Липецкая область
930310000;930319999;МегаФон;Владимирская область
930340000;930349999;МегаФон;Калужская область
930370000;930379999;МегаФон;Курская область
930560000;930569999;МегаФон;Нижегородская область
